Spia termico scattato&Presa vapore con valvola intercettazione&Leva linea elettrica&Valvola di intercettazione alimentazione acqua&Valvola di scarico del livello ottico&Valvola sicurezza&Valvola intercettazione aspirazione pompa&Valvola scarico acqua&Valvola scarico vaschetta alimentazione acqua&Valvola intercettazione acqua&Valvole di esclusione del livello ottico 1&Valvole di esclusione del livello ottico 2&Livello acqua vaschetta&Misuratore ottico di livello&Pulsante emergenza&Pulsante reset&Mod accensione pompa&Spia blocco pressione&Gruppo resistenze A&Gruppo resistenze B&Gruppo resistenze C&Gruppo resistenze D&Manometro pressione vapore&Spia linea elettrica&Spia min livello acqua&Display setpoint pressione&SWITCH
0&1&1&1&0&0&1&0&0&1&1&1&1&900&0&0&2&0&1&1&0&0&900000&1&0&9&2
